age,workclass,fnlwgt,education,education-num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours-per-week,native-country,income >50K?
32,0,425622,8,9,0,10,2,0,1,0,0,55,0,0
65,1,145628,5,6,0,1,2,0,1,0,0,40,0,0
28,0,115549,9,10,2,7,1,0,1,0,0,60,0,0
40,2,142444,13,13,2,5,3,0,0,0,0,45,0,0
40,0,134026,6,7,2,2,4,0,1,0,0,40,0,0
52,0,177366,8,9,3,2,4,0,0,0,0,20,0,0
35,0,38245,9,10,0,1,2,0,1,0,0,60,0,0
62,1,215944,2,3,0,9,2,0,1,0,0,30,0,0
49,0,115784,11,11,0,6,2,0,1,0,0,45,0,0
49,0,170165,8,9,1,7,4,0,0,0,0,55,0,0
47,0,355320,13,13,0,5,2,0,1,15024,0,40,0,1
45,0,116163,8,9,3,4,3,0,0,0,0,40,0,0
37,0,405644,1,2,5,9,4,0,1,0,0,77,20,0
36,4,223433,11,11,0,12,2,0,1,0,0,53,0,1
36,0,41624,5,6,0,1,2,0,1,0,0,70,20,0
44,0,151089,13,13,0,5,2,0,1,0,1902,50,0,1
51,5,285747,14,14,0,5,2,0,1,0,1977,60,0,1
25,5,108542,9,10,0,12,2,0,1,0,0,40,0,0
28,1,212318,8,9,2,1,3,0,1,0,0,55,0,0
57,0,173090,8,9,4,3,5,0,0,0,0,32,0,0
46,0,26781,8,9,0,1,2,2,1,0,0,40,0,0
59,0,31782,5,6,0,10,2,0,1,0,0,45,0,1
28,0,189241,6,7,0,6,1,0,1,0,0,40,0,0
25,0,164229,8,9,1,2,3,0,1,2597,0,40,0,0
35,0,240467,8,9,5,8,5,4,0,0,0,40,0,0
27,0,263614,10,12,0,1,2,0,1,0,0,45,0,1
29,0,74500,13,13,0,3,2,0,1,0,0,40,0,1
43,3,263502,8,9,1,8,3,0,1,0,0,40,0,0
38,3,47707,8,9,2,8,1,4,0,0,0,40,0,0
26,0,231638,9,10,2,8,1,0,0,0,0,40,0,0
36,0,111128,8,9,3,1,1,0,1,0,0,40,0,0
37,0,152307,9,10,0,7,2,0,1,0,0,40,0,1
41,0,184466,6,7,0,12,2,0,1,0,0,55,0,0
44,0,216411,11,11,3,5,3,0,0,0,0,40,24,0
48,1,324173,11,11,1,4,3,0,0,0,0,50,0,0
35,4,300681,8,9,0,12,2,4,1,7298,0,35,0,1
43,4,598995,13,13,1,5,5,4,0,0,0,42,0,0
57,3,140711,13,13,0,5,2,0,1,0,0,40,0,1
44,4,262241,8,9,0,8,4,0,0,0,0,40,0,0
28,0,308136,8,9,2,2,1,0,1,0,0,40,0,0
55,0,148590,5,6,4,1,5,4,0,0,0,40,0,0
52,0,195635,8,9,0,7,2,0,1,0,2051,38,0,0
30,0,228406,8,9,3,8,5,4,0,0,0,40,0,0
31,0,136398,15,16,0,5,2,1,1,0,0,50,34,1
50,2,175070,12,15,0,5,2,0,1,0,0,45,0,1
43,1,34007,13,13,0,9,2,0,1,0,0,70,0,1
33,0,121195,8,9,2,7,3,3,1,0,0,50,0,0
23,3,216853,11,11,0,6,2,0,1,0,0,25,0,0
35,0,81280,13,13,0,9,2,0,1,0,0,65,35,1
18,0,212936,9,10,2,2,1,0,1,0,0,15,0,0
33,4,220430,13,13,0,12,2,4,1,0,0,70,0,1
30,3,73514,13,13,2,4,4,1,0,0,0,45,0,0
21,0,307371,9,10,2,12,1,0,1,0,0,15,0,0
36,4,380614,13,13,0,8,0,0,0,0,0,35,5,1
38,0,119992,9,10,0,5,2,0,1,0,0,40,0,0
33,0,192002,14,14,0,4,2,0,1,7298,0,60,4,1
24,0,327518,11,11,0,1,2,0,1,0,0,45,0,0
24,0,220323,9,10,0,5,2,4,1,0,0,40,0,0
39,0,421633,9,10,1,12,5,4,0,0,0,30,0,0
43,0,154210,8,9,0,2,2,1,1,2829,0,60,11,0
43,1,35034,13,13,0,5,2,0,1,0,0,21,0,0
30,5,270218,13,13,2,8,1,4,0,0,0,40,0,0
25,0,254933,6,7,0,10,2,0,1,0,0,40,0,0
45,0,61751,8,9,0,2,0,0,0,0,0,35,0,0
22,0,137876,9,10,2,12,3,0,1,0,0,20,0,0
73,0,336007,13,13,0,5,2,0,1,0,2246,40,0,1
26,0,222539,9,10,0,1,2,0,1,0,0,40,0,1
24,0,233856,8,9,2,7,4,4,1,0,0,45,0,0
18,0,198616,7,8,2,1,1,0,1,594,0,20,0,0
35,0,202027,13,13,0,6,2,0,1,7298,0,35,0,1
22,0,203182,9,10,3,3,5,0,0,0,0,43,0,0
28,0,221317,9,10,0,6,2,0,1,0,0,40,20,0
38,0,186934,9,10,0,1,2,0,1,0,0,45,0,0
40,4,179580,8,9,0,8,0,0,0,0,0,40,0,0
32,0,26803,9,10,0,7,2,0,1,0,0,84,0,1
42,0,344624,8,9,0,10,2,0,1,0,1902,50,0,1
31,5,59969,8,9,0,8,4,0,0,0,0,35,0,0
33,0,162930,13,13,0,5,2,0,1,0,0,50,16,0
54,1,192654,13,13,1,10,3,0,1,0,0,65,0,0
63,0,117681,8,9,1,9,3,0,1,0,0,25,0,0
67,1,179285,13,13,0,3,2,0,1,0,0,30,0,0
47,0,217161,8,9,1,2,3,4,0,0,0,14,0,0
67,2,116517,13,13,4,2,5,0,0,0,0,35,0,0
33,0,170336,8,9,0,8,0,3,0,0,0,19,0,0
33,4,256529,8,9,3,2,1,0,0,0,0,80,0,0
25,4,227886,13,13,0,8,2,0,1,0,0,40,0,0
25,0,141706,9,10,2,8,3,0,0,0,0,40,0,0
35,0,361888,9,10,1,7,5,0,1,0,0,40,0,0
54,0,185407,8,9,0,1,2,0,1,7688,0,40,0,1
35,1,176101,8,9,0,9,2,0,1,0,0,80,0,1
18,0,216730,6,7,2,2,1,0,1,0,0,12,0,0
30,0,609789,6,7,0,9,2,0,1,0,0,60,20,0
29,0,136017,5,6,2,1,3,0,1,0,0,48,0,0
41,0,58880,13,13,0,5,0,0,0,7688,0,10,0,1
40,0,285787,10,12,0,0,2,0,1,0,0,40,0,1
46,0,173243,9,10,0,0,2,0,1,5178,0,40,0,1
39,0,160916,10,12,0,0,0,0,0,0,0,45,0,0
42,0,227397,13,13,0,8,0,0,0,0,0,40,0,1
49,1,111066,13,13,0,1,2,0,1,0,0,50,0,1
23,0,189924,9,10,2,2,1,0,0,0,0,40,0,0
34,0,31740,3,4,0,10,2,0,1,0,0,40,0,0
42,1,120837,8,9,0,1,2,0,1,0,2042,48,0,0
31,0,172304,9,10,0,1,2,0,1,0,0,50,0,1
31,0,86492,11,11,0,10,2,0,1,0,0,30,0,1
90,0,206667,14,14,0,5,0,0,0,0,0,40,0,1
27,1,153546,13,13,2,5,1,0,0,0,0,40,0,0
30,1,115932,8,9,2,1,3,0,1,99999,0,50,0,1
27,4,151626,8,9,2,5,1,4,0,0,0,40,0,0
27,1,37302,6,7,0,4,2,0,1,0,0,50,0,0
28,0,109001,8,9,2,1,3,0,1,0,0,40,0,0
40,0,195488,8,9,2,8,1,0,0,0,0,45,0,0
43,4,216116,14,14,3,5,5,4,0,0,0,37,0,0
26,0,118497,8,9,0,10,2,0,1,0,0,50,0,0
48,1,101233,11,11,0,2,0,0,0,0,0,15,0,0
41,0,349703,10,12,0,9,2,1,1,0,0,40,0,0
32,0,226883,8,9,0,1,2,0,1,0,0,40,5,0
23,0,214635,8,9,2,1,3,0,1,0,0,40,0,0
35,0,169672,6,7,0,3,2,0,1,0,0,65,0,0
42,0,71458,9,10,0,4,2,0,1,0,0,50,0,0
27,5,142621,13,13,2,5,3,0,0,4101,0,40,0,0
34,0,125279,8,9,0,10,2,0,1,0,0,40,0,0
25,0,197303,13,13,2,5,1,0,0,0,0,40,0,0
46,4,148995,13,13,2,5,1,0,1,4787,0,45,0,1
34,0,69251,9,10,0,2,2,1,1,0,0,40,15,0
39,0,160123,8,9,4,8,3,0,0,0,0,40,0,0
25,0,323229,13,13,2,8,3,0,1,0,0,40,0,0
45,0,138626,11,11,1,4,3,0,1,2174,0,50,0,0
46,0,102359,13,13,1,5,3,0,1,0,0,40,0,0
23,0,151888,8,9,1,1,3,0,1,4650,0,50,22,0
37,0,404661,9,10,2,4,3,4,1,0,0,40,0,0
38,1,185325,8,9,0,6,2,0,1,0,0,40,0,1
35,1,230268,9,10,0,2,2,0,1,0,0,40,0,0
49,2,38819,13,13,0,3,2,0,1,0,0,50,0,1
37,0,380614,10,12,0,5,0,0,0,0,0,13,0,1
45,0,319637,8,9,1,2,5,0,0,0,0,40,0,0
71,0,149040,7,8,2,2,3,0,0,0,0,40,0,0
44,0,320984,13,13,0,3,2,0,1,0,0,60,0,1
38,0,81965,11,11,2,0,3,0,0,0,0,40,0,0
42,4,182302,8,9,0,1,2,0,1,0,0,40,0,0
29,0,53434,11,11,0,4,2,0,1,0,0,60,0,1
48,0,216214,6,7,0,7,2,0,1,0,0,40,0,0
56,2,24127,11,11,0,3,2,0,1,0,0,54,0,1
32,3,115066,8,9,0,0,2,0,1,0,0,40,0,0
19,0,120277,8,9,2,2,3,0,0,0,0,30,0,0
57,1,134286,9,10,3,3,3,0,1,0,0,35,0,0
55,0,26716,5,6,2,10,3,0,1,0,0,60,0,0
66,0,117746,13,13,0,3,2,0,1,0,0,50,0,1
26,0,206199,8,9,2,8,1,4,1,0,0,40,0,0
58,2,89922,11,11,0,4,2,0,1,15024,0,40,0,1
62,0,69867,13,13,0,5,2,0,1,0,0,55,0,1
31,0,109020,13,13,2,5,5,3,1,0,0,40,0,0
25,0,130302,8,9,0,7,2,0,1,0,0,40,0,0
38,0,156728,13,13,0,8,2,0,1,0,0,56,0,0
33,0,424719,13,13,1,4,3,0,0,0,0,40,0,0
51,3,217647,9,10,1,5,3,4,0,0,0,40,0,0
20,0,33087,11,11,2,9,1,0,1,0,0,40,0,0
40,3,241895,8,9,0,8,2,0,1,0,0,40,0,0
20,0,38455,5,6,2,2,3,0,1,0,0,40,0,0
41,4,81054,9,10,1,4,5,0,0,0,0,25,0,0
44,0,163215,7,8,1,7,5,0,0,0,0,40,0,0
35,0,156728,8,9,0,9,2,0,1,0,0,40,0,0
35,1,127930,8,9,5,9,3,0,1,0,0,60,0,0
46,3,227310,9,10,2,8,5,4,0,0,0,40,0,0
24,0,96844,9,10,2,8,3,0,0,0,0,17,0,0
18,0,245199,9,10,2,2,1,0,1,0,0,40,0,0
37,0,46385,8,9,0,7,2,0,1,0,0,40,0,0
58,0,186385,15,16,2,5,3,0,1,0,0,8,0,0
55,0,252714,11,11,0,8,2,0,1,0,0,40,0,0
68,0,154897,8,9,2,3,3,0,0,0,0,30,0,0
41,0,320744,13,13,0,5,2,0,1,0,0,40,0,1
50,0,138852,14,14,0,4,2,0,1,15024,0,50,0,1
48,0,102092,8,9,0,1,2,0,1,0,0,40,0,0
45,0,278151,8,9,0,12,2,0,1,0,0,40,0,0
43,0,338290,9,10,0,5,2,0,1,0,0,40,0,0
37,0,34378,9,10,0,1,2,0,1,0,0,35,0,0
43,0,91959,13,13,0,4,2,0,1,0,0,45,0,1
36,0,265881,8,9,1,7,5,0,0,0,0,40,0,0
60,0,276009,8,9,0,2,2,1,1,0,0,30,15,0
27,0,193898,8,9,1,1,3,0,1,0,0,50,0,0
36,0,139364,13,13,0,3,2,0,1,0,0,50,0,1
47,5,306473,10,12,0,10,2,0,1,0,0,40,0,0
33,0,37232,9,10,2,1,3,0,1,0,0,80,0,0
19,5,56424,7,8,2,10,1,4,1,0,0,20,0,0
33,0,165235,13,13,2,2,3,1,0,0,0,35,34,0
34,0,153326,13,13,0,5,2,0,1,0,0,40,0,1
33,0,106976,8,9,1,2,5,0,0,0,0,40,0,0
57,0,109015,9,10,1,3,3,0,0,0,0,48,0,0
59,0,154100,14,14,2,3,3,0,0,27828,0,45,0,1
36,0,183739,8,9,0,1,1,0,0,0,2002,40,0,0
60,0,367695,10,12,0,8,2,0,1,0,0,40,0,1
33,4,156015,11,11,0,0,2,0,1,0,0,40,0,0
41,0,185132,13,13,2,5,3,0,0,0,0,45,0,0
20,1,188274,9,10,2,5,1,0,1,0,0,10,0,0
28,4,50512,13,13,2,5,3,0,0,2202,0,50,0,0
24,5,147719,14,14,2,5,3,1,1,0,0,20,7,0
31,0,414525,7,8,2,9,3,4,1,0,0,60,0,0
38,0,289148,8,9,5,1,5,0,0,0,0,40,0,0
40,0,176069,13,13,1,5,3,0,0,0,0,45,0,0
55,5,199713,13,13,0,5,2,0,1,0,0,15,0,0
49,0,297884,8,9,0,7,2,0,1,4064,0,50,0,0
33,0,204829,8,9,1,10,3,0,1,0,0,45,0,0
24,4,32950,13,13,2,5,3,0,1,0,0,35,0,0
46,0,233511,13,13,1,1,3,0,1,0,0,48,0,0
20,0,210781,9,10,2,8,1,0,0,0,0,20,0,0
50,0,190762,2,3,0,6,2,0,1,0,0,40,20,0
22,0,83315,8,9,2,8,5,0,1,0,0,40,0,0
32,2,343872,9,10,0,10,2,4,1,0,0,35,28,0
46,0,185385,8,9,0,3,2,0,1,0,0,65,0,1
39,0,80324,9,10,0,4,2,0,1,0,1977,62,0,1
26,0,357933,9,10,2,8,1,0,0,0,0,15,0,0
20,0,211293,9,10,2,3,1,4,0,0,0,14,0,0
37,2,199265,9,10,0,4,2,0,1,0,0,50,0,0
40,0,202872,9,10,1,8,5,0,0,0,0,24,0,0
22,0,195075,9,10,2,2,1,0,0,0,0,38,0,0
32,0,317378,13,13,2,4,1,0,0,10520,0,40,0,1
41,0,187802,9,10,1,0,3,0,1,0,0,50,0,0
24,0,97212,10,12,0,8,0,0,0,0,0,40,0,0
40,0,47902,8,9,0,4,2,0,1,0,0,40,0,0
37,5,76767,12,15,0,5,0,0,0,0,0,39,0,1
42,0,172297,14,14,0,8,2,0,1,0,1902,40,0,1
56,0,274475,4,5,4,3,5,0,0,0,0,40,0,0
20,0,105244,9,10,2,6,3,0,1,0,0,50,0,0
55,4,165695,8,9,1,8,5,0,1,0,0,40,0,0
29,0,253801,8,9,2,1,4,0,1,0,0,40,0,0
37,0,305597,8,9,1,1,3,0,1,0,0,40,0,0
61,1,352448,13,13,0,10,2,0,1,0,0,60,0,0
26,0,242768,13,13,2,5,3,0,1,0,0,38,0,0
49,2,201080,9,10,1,1,3,0,1,0,0,55,0,0
18,4,159032,3,4,2,9,1,0,1,0,0,40,0,0
30,0,149568,4,5,2,9,4,4,1,0,0,40,0,0
24,5,155775,8,9,0,0,2,0,1,0,0,40,0,0
37,0,120074,8,9,2,10,3,0,1,0,0,40,0,0
37,4,257588,8,9,1,8,5,0,0,0,0,40,0,0
36,0,177907,9,10,0,7,2,0,1,0,0,65,0,0
40,0,309311,8,9,0,9,2,0,1,0,0,40,0,0
44,1,138975,8,9,0,1,2,0,1,0,0,55,0,0
43,1,187778,8,9,0,1,2,0,1,0,0,20,0,0
19,0,35865,9,10,2,6,3,0,0,0,0,35,0,0
50,0,234373,14,14,0,4,0,0,0,0,1485,40,0,0
39,0,144688,8,9,0,8,0,4,0,0,0,50,0,0
43,0,248094,8,9,1,1,5,0,1,0,0,40,0,0
43,0,248094,8,9,0,7,2,0,1,0,0,40,0,0
40,0,213821,14,14,2,5,3,0,1,0,0,40,0,1
31,5,55849,9,10,2,1,3,0,1,0,0,40,0,0
25,0,121712,13,13,1,1,3,0,1,0,0,40,0,0
30,3,164552,13,13,2,5,3,0,1,0,1876,40,0,0
55,0,223127,4,5,0,9,2,0,1,0,0,40,0,0
55,0,190514,3,4,0,8,2,0,1,0,0,75,0,0
29,0,203797,9,10,0,4,2,4,1,0,0,40,0,0
28,0,378460,13,13,2,8,3,0,1,10520,0,60,0,1
30,0,105908,8,9,0,1,2,0,1,0,0,40,0,0
33,0,232356,8,9,0,3,2,0,1,0,1672,55,0,0
23,0,210526,8,9,2,8,1,0,1,0,0,40,0,0
71,0,193530,6,7,2,11,3,0,0,0,0,75,0,0
21,0,43535,9,10,2,3,3,0,0,0,0,40,0,0
49,0,183013,8,9,0,9,2,0,1,0,0,40,0,0
31,0,113364,10,12,0,7,2,0,1,0,0,20,0,0
27,0,197380,10,12,2,5,3,0,1,0,0,40,0,0
27,0,298635,14,14,0,5,2,1,1,0,0,40,39,1
26,0,213385,9,10,2,2,3,0,1,0,0,20,0,0
17,0,31007,5,6,2,2,1,0,0,0,0,30,0,0
26,0,35917,9,10,2,10,3,0,1,0,0,50,0,0
45,0,99385,8,9,1,8,3,0,0,0,0,40,4,0
50,0,48358,8,9,0,1,2,0,1,7688,0,40,0,1
31,0,241885,8,9,2,9,5,0,1,0,0,45,0,0
51,0,24344,10,12,2,8,3,0,0,0,0,40,0,0
56,0,149686,4,5,4,7,5,0,0,0,0,40,0,0
24,5,154432,13,13,2,7,3,0,1,0,0,35,0,0
29,0,331875,7,8,2,6,3,0,1,0,0,40,24,0
26,0,259585,9,10,2,3,3,0,1,0,0,24,0,0
51,0,104748,9,10,0,4,2,0,1,0,0,45,0,0
32,4,144949,8,9,0,12,2,0,1,0,0,40,0,0
47,5,199512,13,13,0,4,2,0,1,0,0,40,0,1
30,0,302438,8,9,2,7,3,0,1,0,0,40,0,0
49,3,115784,9,10,0,1,2,0,1,0,0,40,0,0
40,0,96509,9,10,0,5,2,2,1,0,0,40,0,1
62,0,226733,8,9,0,8,2,0,1,0,0,40,0,1
43,2,244945,13,13,0,5,2,0,1,0,0,60,0,0
76,0,243768,2,3,2,6,3,0,1,0,0,20,0,0
35,0,186934,13,13,0,3,2,0,1,0,0,50,0,1
27,0,89813,8,9,2,6,1,0,0,0,0,40,0,0
54,2,129432,13,13,0,4,2,0,1,15024,0,40,0,1
55,1,184702,8,9,0,3,2,0,1,0,0,40,0,0
21,0,275291,9,10,2,3,1,0,1,0,0,12,0,0
20,0,258298,9,10,2,6,1,0,1,0,0,20,0,0
39,0,139743,8,9,3,8,3,0,0,0,0,20,0,0
26,0,102476,13,13,2,5,1,0,1,10520,0,64,0,1
20,0,103840,8,9,2,7,1,0,0,0,0,42,0,0
28,0,274579,8,9,0,10,2,0,1,0,0,60,0,0
56,3,156842,9,10,3,2,3,4,1,0,0,40,0,0
39,0,101020,7,8,0,7,2,0,1,0,0,40,0,0
44,3,68729,13,13,0,4,2,1,1,0,0,40,0,1
55,0,141326,8,9,0,1,2,0,1,0,0,40,0,1
54,1,168723,8,9,0,3,2,0,1,0,0,40,0,0
30,0,347166,13,13,2,5,3,0,1,13550,0,45,0,1
34,4,213722,8,9,0,12,2,0,1,0,0,57,0,1
42,0,196797,8,9,2,10,5,4,0,0,0,38,0,0
50,2,207246,9,10,3,4,5,0,0,0,0,75,0,0
34,3,199934,9,10,0,8,2,4,1,0,0,40,0,1
23,0,272185,11,11,2,1,1,0,1,0,0,33,0,0
47,0,266281,6,7,2,7,5,4,0,6849,0,40,0,0
57,0,96779,2,3,0,1,2,0,1,0,0,40,0,0
33,0,188352,14,14,2,5,3,4,1,0,0,50,0,0
37,0,359131,8,9,1,1,5,0,0,0,0,48,0,0
53,0,198824,13,13,2,4,5,0,0,0,0,40,0,0
27,5,68393,13,13,2,8,3,0,0,0,0,40,0,0
47,0,115613,8,9,0,1,2,0,1,0,0,50,0,1
42,0,45363,10,12,0,5,2,0,1,0,0,50,0,0
39,0,121590,9,10,2,5,3,4,1,4787,0,40,0,1
58,4,292379,13,13,0,4,2,0,1,0,0,40,0,0
20,0,482732,8,9,2,8,4,0,1,0,0,24,0,0
19,0,198663,8,9,2,7,4,0,1,0,0,40,0,0
39,0,230329,8,9,0,1,2,0,1,0,0,35,0,0
51,0,29887,8,9,1,4,3,0,1,0,0,44,0,0
52,0,194259,8,9,1,3,3,0,0,0,0,40,5,0
53,0,126368,9,10,2,8,3,0,0,0,0,50,0,1
50,0,108446,9,10,0,3,2,0,1,0,0,40,0,0
36,0,220696,8,9,1,7,3,0,1,0,0,40,0,0
30,0,32008,13,13,2,0,3,0,0,0,0,72,0,0
50,0,185846,8,9,0,3,2,0,1,0,0,55,0,1
76,0,127016,3,4,4,11,3,0,0,0,0,40,0,0
46,1,102308,13,13,0,3,2,0,1,0,2415,40,0,1
24,0,157894,9,10,2,6,1,4,1,0,0,40,0,0
26,0,345405,8,9,0,3,2,0,1,2885,0,40,0,0
56,1,94156,12,15,0,5,2,0,1,0,1977,50,0,1
50,0,145409,13,13,0,5,2,0,1,15024,0,40,0,1
22,0,190968,9,10,0,1,2,0,1,2407,0,40,0,0
23,4,212803,13,13,2,5,3,0,0,0,0,35,0,0
51,0,168660,8,9,0,4,2,0,1,0,0,50,0,0
58,0,234481,5,6,0,10,2,0,1,0,0,40,0,0
38,0,131461,4,5,0,2,0,4,0,0,0,24,28,0
45,0,408773,9,10,0,7,2,0,1,0,0,40,0,1
55,1,126117,8,9,4,3,3,0,1,0,0,40,0,0
45,0,155489,9,10,0,3,2,0,1,0,0,60,0,1
42,0,296749,9,10,1,7,3,0,1,0,0,45,0,0
44,5,185832,13,13,0,8,2,0,1,0,0,46,0,1
60,0,43235,13,13,0,5,2,0,1,0,0,50,0,1
27,0,213152,9,10,2,3,3,0,1,0,0,40,0,0
25,4,334267,9,10,0,4,2,0,1,0,0,40,0,1
43,0,64631,8,9,0,4,2,0,1,15024,0,50,0,1
44,4,193882,11,11,2,0,3,0,1,0,1340,40,0,0
63,0,71800,3,4,4,2,3,0,0,0,0,41,0,0
46,4,170092,14,14,2,5,3,0,0,0,0,43,0,0
47,0,198223,9,10,0,4,2,0,1,0,0,40,0,0
37,0,359796,9,10,1,3,3,4,1,0,0,40,0,0
43,0,110556,8,9,3,4,5,4,0,0,0,40,0,0
46,0,196858,14,14,0,5,2,0,1,0,0,35,0,1
61,1,224784,10,12,5,4,3,0,0,0,0,90,0,0
53,3,271544,8,9,0,8,2,4,1,0,1977,40,0,1
44,0,221172,8,9,2,1,3,0,1,0,0,30,0,0
54,0,256916,8,9,0,4,2,0,1,0,0,45,0,0
22,0,157332,9,10,2,5,1,0,0,0,0,40,0,0
47,3,192894,8,9,0,10,2,4,1,0,0,50,0,1
18,0,240183,8,9,2,2,1,0,0,0,0,20,0,0
25,0,204338,5,6,0,1,2,0,1,0,0,40,20,0
24,0,122166,9,10,2,8,1,0,0,0,0,40,13,0
37,4,397877,13,13,0,8,2,0,1,0,0,40,0,1
51,0,115066,9,10,1,8,5,0,0,0,2547,40,0,1
35,1,170174,8,9,0,1,2,0,1,7298,0,60,0,1
59,0,171015,9,10,2,8,1,0,0,0,0,34,0,0
46,0,91262,9,10,5,1,3,1,1,0,0,40,15,0
45,4,127678,11,11,0,12,2,0,1,0,0,60,0,1
19,0,263338,8,9,2,2,1,0,1,0,0,15,0,0
22,0,129508,8,9,2,8,1,0,0,0,0,28,0,0
41,0,192107,13,13,0,1,2,0,1,0,0,40,0,0
33,1,93930,8,9,0,4,2,0,1,0,0,40,0,0
26,3,207537,8,9,2,8,3,4,0,0,0,40,0,0
22,0,138542,9,10,0,6,2,0,1,0,0,35,0,0
29,1,116207,8,9,0,5,2,0,1,0,0,65,0,1
22,0,198244,8,9,2,8,3,0,0,0,0,39,0,0
34,0,90614,10,12,0,0,2,0,1,0,2042,10,0,0
23,0,211160,7,8,0,6,1,0,1,0,0,40,0,0
20,0,194630,8,9,0,8,2,0,1,3781,0,50,0,0
25,0,161478,13,13,2,5,3,1,0,0,0,40,0,0
59,0,144071,8,9,0,8,2,0,1,0,0,40,0,1
44,0,167005,9,10,0,1,2,0,1,4386,0,55,0,0
55,0,342121,9,10,0,0,2,0,1,0,0,40,0,0
77,1,71676,9,10,4,8,3,0,0,0,1944,1,0,0
42,0,124692,14,14,0,4,2,0,1,0,0,40,0,1
47,0,147236,8,9,0,1,2,0,1,0,0,40,0,1
42,0,145175,9,10,0,7,2,0,1,0,0,40,0,0
45,0,259323,9,10,0,1,2,0,1,0,0,40,0,0
23,0,154978,8,9,0,2,2,0,1,0,0,40,31,0
23,0,127768,9,10,2,1,3,0,1,0,0,40,0,0
52,0,98588,8,9,0,1,2,0,1,0,0,40,0,0
49,0,192894,8,9,0,1,2,0,1,0,0,40,0,1
20,0,194848,9,10,2,1,1,0,1,0,0,40,0,0
20,0,34446,8,9,2,2,3,0,0,0,0,20,0,0
23,4,177265,8,9,2,2,1,0,0,0,0,45,0,0
30,0,142977,9,10,1,1,3,0,1,0,0,65,0,0
45,0,241350,8,9,0,6,2,0,1,0,0,48,0,1
30,0,154882,12,15,4,2,3,0,1,0,0,35,0,0
17,0,60562,4,5,2,2,1,0,0,0,0,20,0,0
22,0,142566,8,9,2,3,3,0,1,0,0,40,0,0
25,0,176162,13,13,2,6,1,0,1,0,0,40,0,0
52,0,186303,9,10,0,4,2,0,1,15024,0,55,4,1
40,0,237671,9,10,0,0,0,0,0,0,0,40,0,1
58,0,68624,8,9,0,4,2,0,1,0,0,45,0,0
30,0,229504,8,9,0,1,2,0,1,0,0,50,0,0
59,0,340591,5,6,0,6,2,0,1,3942,0,40,0,0
29,0,262208,9,10,2,2,3,4,0,0,0,30,18,0
26,0,236008,11,11,1,5,5,0,0,0,0,40,0,0
39,4,214284,13,13,4,5,5,1,0,0,0,10,8,0
33,0,169496,13,13,0,4,2,0,1,0,0,50,0,1
22,0,195179,9,10,2,3,1,0,1,0,0,24,0,0
25,0,469697,9,10,0,1,1,0,1,0,0,40,0,0
44,0,214415,9,10,3,5,5,4,0,0,0,40,0,0
35,0,452283,8,9,1,3,1,0,0,0,0,40,0,0
40,0,244172,8,9,0,6,2,0,1,0,0,40,0,0
19,0,231972,6,7,2,8,1,0,0,0,0,20,0,0
37,0,412296,8,9,0,1,2,0,1,0,0,35,20,1
32,0,30497,11,11,0,0,2,0,1,0,0,40,0,0
52,1,189216,8,9,1,10,3,0,1,0,0,65,0,0
36,0,268292,8,9,0,1,2,0,1,0,0,41,0,0
38,0,69306,9,10,1,1,5,0,0,0,0,40,0,0
57,5,111224,13,13,1,7,3,4,1,0,0,39,0,0
22,5,309348,9,10,2,8,3,0,0,0,0,15,0,0
20,0,210781,9,10,2,8,1,0,0,0,0,35,0,0
40,0,286750,6,7,3,7,3,4,1,0,0,36,0,0
36,1,321274,13,13,0,9,2,0,1,0,0,50,0,0
27,0,192936,8,9,1,8,5,0,0,0,0,40,0,0
52,0,72743,8,9,5,8,3,0,0,0,0,50,0,0
43,0,187861,8,9,3,10,5,0,0,0,0,44,0,0
35,0,179579,8,9,0,10,2,0,1,0,0,40,0,0
29,0,663394,8,9,0,9,2,4,1,0,0,40,0,0
27,0,302422,9,10,2,7,1,0,1,0,0,40,0,0
49,4,37353,14,14,0,4,2,0,1,0,0,40,0,1
26,1,109609,9,10,3,1,3,0,1,0,0,30,0,0
47,0,184402,8,9,1,2,3,0,1,0,0,32,0,0
20,0,224640,9,10,2,8,1,0,0,0,0,40,0,0
19,0,405526,8,9,2,6,1,0,1,0,0,40,0,0
34,0,36385,14,14,2,5,3,0,1,0,2258,50,0,0
20,0,147884,8,9,2,8,1,0,0,0,0,40,0,0
23,0,164231,6,7,3,5,1,0,1,0,0,35,0,0
25,0,383306,13,13,2,3,3,0,1,0,0,40,0,0
21,0,417668,8,9,2,6,1,0,1,0,0,36,0,0
25,0,161007,8,9,2,7,1,0,1,0,0,40,0,0
63,5,99823,9,10,0,12,2,0,1,0,0,32,0,0
25,0,37379,13,13,2,0,3,0,0,0,0,50,0,0
28,0,148645,8,9,2,7,1,0,0,0,0,40,0,0
39,0,180477,14,14,2,5,3,0,1,0,0,60,0,1
28,0,123147,9,10,2,0,3,0,0,4865,0,40,0,0
30,0,111415,13,13,0,4,2,0,1,0,0,45,0,1
41,4,107327,11,11,1,5,5,0,0,0,0,40,0,0
52,4,146565,10,12,1,2,3,0,0,4865,0,30,0,0
36,0,267556,8,9,0,1,2,0,1,4064,0,40,0,0
47,0,284871,13,13,0,4,2,0,1,0,1887,40,0,1
